Nickname,Player Details,Final Score,Show Info
Rebecca,"Rebecca McNitt, an archivist from Ann Arbor, Michigan","$4,001 ","J! Archive - Show #7976, aired 2019-04-22"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 11-day cash winnings total $771,920)","$80,006 ","J! Archive - Show #7975, aired 2019-04-19"
Nate,"Nate Marks, an actuary from Woodland Hills, California","$2,200 ","J! Archive - Show #7975, aired 2019-04-19"
Gabby,"Gabby McGregor, a public affairs manager from Reno, Nevada","$4,500 ","J! Archive - Show #7975, aired 2019-04-19"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 10-day cash winnings total $697,787)","$74,133 ","J! Archive - Show #7974, aired 2019-04-18"
Samantha,"Samantha Merwin, a graduate student from Irvine, California","$3,199 ","J! Archive - Show #7974, aired 2019-04-18"
Gregory,"Gregory Bodkin, an institutional development manager from Brooklyn, New York","$4,200 ","J! Archive - Show #7974, aired 2019-04-18"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 9-day cash winnings total $566,660)","$131,127 ","J! Archive - Show #7973, aired 2019-04-17"
Hannah,"Hannah Pierson-Compeau, an IT product manager from Washington, D.C.","$1,000 ","J! Archive - Show #7973, aired 2019-04-17"
Lorelle,"Lorelle Anderson, a law librarian from Sanford, Florida","$10,700 ","J! Archive - Show #7973, aired 2019-04-17"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 8-day cash winnings total $460,479)","$106,181 ","J! Archive - Show #7972, aired 2019-04-16"
Adam,"Adam Lozeau, a public defender from Saint Paul, Minnesota",$1 ,"J! Archive - Show #7972, aired 2019-04-16"
Katie,"Katie Grosteffon, an ergonomist from Lexington, Kentucky",$0 ,"J! Archive - Show #7972, aired 2019-04-16"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 7-day cash winnings total $415,035)","$45,444 ","J! Archive - Show #7971, aired 2019-04-15"
Kevin,"Kevin Bohannon, a cell biologist from Ann Arbor, Michigan","$12,400 ","J! Archive - Show #7971, aired 2019-04-15"
Megan,"Megan McLeod, a cinema manager from Ottawa, Ontario, Canada","$1,000 ","J! Archive - Show #7971, aired 2019-04-15"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 6-day cash winnings total $325,877)","$89,158 ","J! Archive - Show #7970, aired 2019-04-12"
Ali,"Ali Filipowicz, a homemaker from Alexandria, Virginia","$14,801 ","J! Archive - Show #7970, aired 2019-04-12"
Mike,"Mike Dindoffer, a writer and teacher from Greenfield, Massachusetts","$7,100 ","J! Archive - Show #7970, aired 2019-04-12"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 5-day cash winnings total $298,687)","$27,190 ","J! Archive - Show #7969, aired 2019-04-11"
Stephanie,"Stephanie Stein, an editor from Brooklyn, New York","$6,300 ","J! Archive - Show #7969, aired 2019-04-11"
Lewis,"Lewis Black, an attorney from Salt Lake City, Utah","$23,000 ","J! Archive - Show #7969, aired 2019-04-11"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 4-day cash winnings total $244,365)","$6,800 ","J! Archive - Show #7968, aired 2019-04-10"
Jeff,"Jeff Henderson, a retail manager from Calgary, Alberta, Canada","$28,600 ","J! Archive - Show #7968, aired 2019-04-10"
Laura,"Laura Hertzfeld, a journalist from Venice, California","$12,800 ","J! Archive - Show #7968, aired 2019-04-10"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 3-day cash winnings total $133,451)","$7,100 ","J! Archive - Show #7967, aired 2019-04-09"
Ariana,"Ariana Mikulski, an associate teaching professor from State College, Pennsylvania","$12,801 ","J! Archive - Show #7967, aired 2019-04-09"
Sameer,"Sameer Rai, a freelancer from Los Altos, California","$35,400 ","J! Archive - Show #7967, aired 2019-04-09"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 2-day cash winnings total $82,606)","$50,845 ","J! Archive - Show #7966, aired 2019-04-08"
Maryanne,"Maryanne Mowen, an accounting professor from Santa Fe, New Mexico","$10,000 ","J! Archive - Show #7966, aired 2019-04-08"
Matthew,"Matthew Amster-Burton, a podcast host from Seattle, Washington","$12,000 ","J! Archive - Show #7966, aired 2019-04-08"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 1-day cash winnings total $43,680)","$38,926 ","J! Archive - Show #7965, aired 2019-04-05"
Satish,"Satish Chandrasekhar, a medical student from Jupiter, Florida","$12,600 ","J! Archive - Show #7965, aired 2019-04-05"
Marshall,"Marshall Shelburne, a computer programmer from Los Angeles, California","$2,445 ","J! Archive - Show #7965, aired 2019-04-05"
Alex,"Alex Koral, a regulatory research counsel from Boulder, Colorado (whose 1-day cash winnings total $26,000)","$20,000 ","J! Archive - Show #7964, aired 2019-04-04"
Anna,"Anna Hautzinger, a veterinarian from Chicago, Illinois","$3,200 ","J! Archive - Show #7964, aired 2019-04-04"
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada","$43,680 ","J! Archive - Show #7964, aired 2019-04-04"
Steven,"Steven Grade, a sports industry consultant from Atlanta, Georgia (whose 5-day cash winnings total $115,501)",$1 ,"J! Archive - Show #7963, aired 2019-04-03"
Rose,"Rose Curtin, an editor and yarn shop clerk from Newport, Kentucky","$25,599 ","J! Archive - Show #7963, aired 2019-04-03"
Alex,"Alex Koral, a regulatory research counsel from Boulder, Colorado","$26,000 ","J! Archive - Show #7963, aired 2019-04-03"
Steven,"Steven Grade, a sports industry consultant from Atlanta, Georgia (whose 4-day cash winnings total $88,300)",$0 ,"J! Archive - Show #7962, aired 2019-04-02"
Erich,"Erich Johnson, a musician and grad student from Brooklyn, New York","$7,999 ","J! Archive - Show #7962, aired 2019-04-02"
Anika,"Anika Gregg, an operations manager from Belmont, Massachusetts","$18,600 ","J! Archive - Show #7962, aired 2019-04-02"
Steven,"Steven Grade, a sports industry consultant from Atlanta, Georgia (whose 3-day cash winnings total $64,200)","$24,100 ","J! Archive - Show #7961, aired 2019-04-01"
Roberta,"Roberta Chapman, a tour guide from Alexandria, Virginia",$5 ,"J! Archive - Show #7961, aired 2019-04-01"
Reid,"Reid Setzer, a public policy director from Washington, D.C.","$10,799 ","J! Archive - Show #7961, aired 2019-04-01"
Steven,"Steven Grade, a sports industry consultant from Atlanta, Georgia (whose 2-day cash winnings total $57,201)","$6,999 ","J! Archive - Show #7960, aired 2019-03-29"
Natasha,"Natasha Leyk, a budget manager from Chicago, Illinois","$5,000 ","J! Archive - Show #7960, aired 2019-03-29"
Andrew,"Andrew Simmons, a grants and contracts reviewer from Lilburn, Georgia","$2,300 ","J! Archive - Show #7960, aired 2019-03-29"
Steven,"Steven Grade, a sports industry consultant from Atlanta, Georgia (whose 1-day cash winnings total $21,600)","$35,601 ","J! Archive - Show #7959, aired 2019-03-28"
Sarah,"Sarah Von Oeyen, a librarian from Troy, Michigan","$9,200 ","J! Archive - Show #7959, aired 2019-03-28"
Kenji,"Kenji Shimizu, a biomedical engineer from Ann Arbor, Michigan","$27,001 ","J! Archive - Show #7959, aired 2019-03-28"
Emma,"Emma Badame, a digital marketing manager from Toronto, Ontario, Canada (whose 1-day cash winnings total $12,600)","$5,400 ","J! Archive - Show #7958, aired 2019-03-27"
Amy,"Amy Kroll, a quality control specialist from Rockville, Maryland","$5,200 ","J! Archive - Show #7958, aired 2019-03-27"
Steven,"Steven Grade, a sports industry consultant from Atlanta, Georgia","$21,600 ","J! Archive - Show #7958, aired 2019-03-27"
Dave,"Dave Scatena, a chemical engineer from San Francisco, California (whose 2-day cash winnings total $23,200)",$0 ,"J! Archive - Show #7957, aired 2019-03-26"
John,"John Shortino, a software developer from Pittsburgh, Pennsylvania","$5,100 ","J! Archive - Show #7957, aired 2019-03-26"
Emma,"Emma Badame, a digital marketing manager from Toronto, Ontario, Canada","$12,600 ","J! Archive - Show #7957, aired 2019-03-26"
Dave,"Dave Scatena, a chemical engineer from San Francisco, California (whose 1-day cash winnings total $4,600)",$400 ,"J! Archive - Show #7956, aired 2019-03-25"
Ryan,"Ryan Ermey, a journalist from Washington, D.C.","$7,799 ","J! Archive - Show #7956, aired 2019-03-25"
Mara,"Mara Taylor, a retired attorney from the Bronx, New York","$14,000 ","J! Archive - Show #7956, aired 2019-03-25"
Jonathan,"Jonathan Lindeen, a senior finance manager from Denver, Colorado (whose 2-day cash winnings total $48,802)",$0 ,"J! Archive - Show #7955, aired 2019-03-22"
Jeff,"Jeff Trojan, a marketing executive from Marina del Rey, California",$0 ,"J! Archive - Show #7955, aired 2019-03-22"
Dave,"Dave Scatena, a chemical engineer from San Francisco, California","$4,600 ","J! Archive - Show #7955, aired 2019-03-22"
Jonathan,"Jonathan Lindeen, a senior finance manager from Denver, Colorado (whose 1-day cash winnings total $22,001)","$26,801 ","J! Archive - Show #7954, aired 2019-03-21"
Kate,"Kate Becker, a hospital administrator from Albuquerque, New Mexico","$26,400 ","J! Archive - Show #7954, aired 2019-03-21"
Stephanie,"Stephanie Strong, an audiology student from Chicago, Illinois","$11,000 ","J! Archive - Show #7954, aired 2019-03-21"
Lindsey,"Lindsey Shultz, a physician and health care analyst from Pittsburgh, Pennsylvania (whose 4-day cash winnings total $101,002)",$5 ,"J! Archive - Show #7953, aired 2019-03-20"
Jonathan,"Jonathan Lindeen, a senior finance manager from Denver, Colorado","$22,001 ","J! Archive - Show #7953, aired 2019-03-20"
Karen,"Karen Locascio, an enrollment specialist from Dorchester, Massachusetts",$0 ,"J! Archive - Show #7953, aired 2019-03-20"
Lindsey,"Lindsey Shultz, a physician and health care analyst from Pittsburgh, Pennsylvania (whose 3-day cash winnings total $79,602)","$21,400 ","J! Archive - Show #7952, aired 2019-03-19"
Bren,"Bren Inman, a store manager from Puyallup, Washington","$6,300 ","J! Archive - Show #7952, aired 2019-03-19"
Megan,"Megan McAllen, an attorney from Washington, D.C.","$6,700 ","J! Archive - Show #7952, aired 2019-03-19"
Lindsey,"Lindsey Shultz, a physician and health care analyst from Pittsburgh, Pennsylvania (whose 2-day cash winnings total $55,201)",$61 ,"J! Archive - Show #7951, aired 2019-03-18"
Lauren,"Lauren Owen, a director of analytics from Littleton, Colorado","$18,000 ","J! Archive - Show #7951, aired 2019-03-18"
Brian,"Brian Heavey, an assistant IT manager from Middleborough, Massachusetts","$11,600 ","J! Archive - Show #7951, aired 2019-03-18"
Lindsey,"Lindsey Shultz, a physician and health care analyst from Pittsburgh, Pennsylvania (whose 1-day cash winnings total $35,201)","$20,000 ","J! Archive - Show #7950, aired 2019-03-15"
Brad,"Brad Stylman, a health safety professional from Jersey City, New Jersey","$16,001 ","J! Archive - Show #7950, aired 2019-03-15"
Bianca,"Bianca Ligon, a history professor from Baltimore, Maryland",$5 ,"J! Archive - Show #7950, aired 2019-03-15"
Barton,"Barton Wong, a senior trading associate from Toronto, Ontario, Canada (whose 2-day cash winnings total $56,000)","$35,200 ","J! Archive - Show #7949, aired 2019-03-14"
Lindsey,"Lindsey Shultz, a physician and health care analyst from Pittsburgh, Pennsylvania","$35,201 ","J! Archive - Show #7949, aired 2019-03-14"
Kevin,"Kevin Salat, a product marketing manager from Seattle, Washington","$15,200 ","J! Archive - Show #7949, aired 2019-03-14"
Barton,"Barton Wong, a senior trading associate from Toronto, Ontario, Canada (whose 1-day cash winnings total $23,200)","$32,800 ","J! Archive - Show #7948, aired 2019-03-13"
Adrian,"Adrian Goldstein, a technical writer from Oakland, California","$10,000 ","J! Archive - Show #7948, aired 2019-03-13"
Sam,"Sam Corbett, an assistant office manager from New York, New York","$1,999 ","J! Archive - Show #7948, aired 2019-03-13"
Elaine,"Elaine Wilson, a layout artist from Manassas, Virginia (whose 1-day cash winnings total $15,100)","$12,800 ","J! Archive - Show #7947, aired 2019-03-12"
Evan,"Evan Sroka, a strategy and business development executive from Santa Monica, California","$1,400 ","J! Archive - Show #7947, aired 2019-03-12"
Barton,"Barton Wong, a senior trading associate from Toronto, Ontario, Canada","$23,200 ","J! Archive - Show #7947, aired 2019-03-12"
Conor,"Conor Murphy, a graduate student from Thorofare, New Jersey (whose 1-day cash winnings total $9,600)","$3,200 ","J! Archive - Show #7946, aired 2019-03-11"
Elaine,"Elaine Wilson, a layout artist from Manassas, Virginia","$15,100 ","J! Archive - Show #7946, aired 2019-03-11"
Scott,"Scott Semproni, an engineer from Portland, Oregon","$1,400 ","J! Archive - Show #7946, aired 2019-03-11"
Dana,"Dana Wayne, an educator from North Hollywood, California (whose 3-day cash winnings total $64,002)","$8,799 ","J! Archive - Show #7945, aired 2019-03-08"
Josh,"Josh Stephens, a journalist from Los Angeles, California","$3,199 ","J! Archive - Show #7945, aired 2019-03-08"
Conor,"Conor Murphy, a graduate student from Thorofare, New Jersey","$9,600 ","J! Archive - Show #7945, aired 2019-03-08"
Dana,"Dana Wayne, an educator from North Hollywood, California (whose 2-day cash winnings total $32,401)","$31,601 ","J! Archive - Show #7944, aired 2019-03-07"
Kristin,"Kristin Philips, a college program administrator from Mountlake Terrace, Washington","$20,500 ","J! Archive - Show #7944, aired 2019-03-07"
Hope,"Hope Shinn, a librarian from Silver Spring, Maryland","$31,600 ","J! Archive - Show #7944, aired 2019-03-07"
Dana,"Dana Wayne, an educator from North Hollywood, California (whose 1-day cash winnings total $26,401)","$6,000 ","J! Archive - Show #7943, aired 2019-03-06"
Eric,"Eric Eifrig, a lawyer from Cincinnati, Ohio","$1,599 ","J! Archive - Show #7943, aired 2019-03-06"
Tim,"Tim Varecka, an engineer from Tucson, Arizona","$5,999 ","J! Archive - Show #7943, aired 2019-03-06"
Team Ken,"Playing the Final Jeopardy! Round: Colby Burnett, a college counselor from Chicago, Illinois","$16,200 ","J! Archive - Show #7942, aired 2019-03-05"
Team Brad,"Playing the Double Jeopardy! Round: Pam Mueller, a think tank researcher from Culver City, California","$34,000 ","J! Archive - Show #7942, aired 2019-03-05"
Team Colby,"Playing the Jeopardy! Round: Alan Lin, a software engineer from Riverside, California","$16,601 ","J! Archive - Show #7942, aired 2019-03-05"
Team Ken,"Playing the Final Jeopardy! Round: Alan Lin, a software engineer from Riverside, California","$36,000 ","J! Archive - Show #7941, aired 2019-03-04"
Team Brad,"Playing the Double Jeopardy! Round: Colby Burnett, a college counselor from Chicago, Illinois","$8,000 ","J! Archive - Show #7941, aired 2019-03-04"
Team Colby,"Playing the Jeopardy! Round: Pam Mueller, a think tank researcher from Culver City, California","$22,800 ","J! Archive - Show #7941, aired 2019-03-04"
Team Buzzy,"Playing the Final Jeopardy! Round: Austin Rogers, a bartender from New York, New York",$0 ,"J! Archive - Show #7940, aired 2019-03-01"
Team Colby,"Playing the Double Jeopardy! Round: Roger Craig, a machine learning consultant from Newark, Delaware","$7,499 ","J! Archive - Show #7940, aired 2019-03-01"
Team Austin,"Playing the Jeopardy! Round: Leonard Cooper, a graduate student at Brown University from Little Rock, Arkansas",$0 ,"J! Archive - Show #7940, aired 2019-03-01"
Team Buzzy,"Playing the Final Jeopardy! Round: Leonard Cooper, a graduate student at Brown University from Little Rock, Arkansas",$0 ,"J! Archive - Show #7939, aired 2019-02-28"
Team Colby,"Playing the Double Jeopardy! Round: Austin Rogers, a bartender from New York, New York","$7,600 ","J! Archive - Show #7939, aired 2019-02-28"
Team Austin,"Playing the Jeopardy! Round: Roger Craig, a machine learning consultant from Newark, Delaware","$5,200 ","J! Archive - Show #7939, aired 2019-02-28"
Team Ken,"Playing the Final Jeopardy! Round: Ben Ingram, a business technology integration consultant from Lake Wylie, South Carolina","$30,738 ","J! Archive - Show #7938, aired 2019-02-27"
Team Austin,"Playing the Double Jeopardy! Round: Julia Collins, an administrator of a female-centric website from Wilmette, Illinois","$13,600 ","J! Archive - Show #7938, aired 2019-02-27"
Team Julia,"Playing the Jeopardy! Round: Seth Wilson, a private events manager from Chicago, Illinois","$15,600 ","J! Archive - Show #7938, aired 2019-02-27"
Team Ken,"Playing the Final Jeopardy! Round: Julia Collins, an administrator of a female-centric website from Wilmette, Illinois","$15,600 ","J! Archive - Show #7937, aired 2019-02-26"
